,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
4379,4379,4380,https://lancersagent.com/project/pm/00616442739429959fc85054,"定番【週3日/ブリッジSE】                                【急募案件！】ブリッジSE_受託開発案件                            週3日 | 680,000〜1,280,000円 / 月ブリッジSEPHP・Javascript週3日秋葉原（上野）大手クライアントから受託した案件の要件定義、基本設計～フィリピン開発拠点での開発マネジメントをご担当いただきます。主にPHPやJavaScriptを使用した開発となります。詳細を見る",ブリッジSE,PHP・Javascript,週3日,秋葉原（上野）,                【急募案件！】ブリッジSE_受託開発案件 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616442739429959fc85054,大手クライアントから受託した案件の要件定義、基本設計～フィリピン開発拠点での開発マネジメントをご担当いただきます。主にPHPやJavaScriptを使用した開発となります。/PM/管理のみ/秋葉原,【週3日/PHP】,【急募案件！】ブリッジSE_受託開発案件,"680,000〜1,280,000円/ 月※ 消費税別の実際にお渡しする金額です",ブリッジSE,PHP,週3日,秋葉原（上野）,大手クライアントから受託した案件の要件定義、基本設計～フィリピン開発拠点での開発マネジメントをご担当いただきます。主にPHPやJavaScriptを使用した開発となります。,ブリッジSE,PHP・Javascript,業務系WEBシステムの上流経験自発的な方,英語が話せる方,"週3日                            
(ﾘﾓｰﾄ：相談可)","680,000〜1,280,000円",秋葉原（上野）,業務委託,報酬は週5日換算した金額です,案件ID：000006101090,
4433,4433,4434,https://lancersagent.com/project/pm/0061644398993358314a804eb,"【週3日･4日･5日/PM】                                【PM】新規スポーツマーケットプレイスの開発                            週3日･4日･5日 | 600,000〜800,000円 / 月PM週3日･4日･5日渋谷・新宿（-）【案件概要】新規スポーツマーケットプレイスの開発をリードいただくPMの方を募集しています。《業務イメージ》・MP全体の構想およびプロジェクトマネジメント・アーキテクチャ、システム設計、技術の選定・各種管理機能や取引先企業が使う管理画面の設計・物流、商品管理システムの開発・運用など詳細を見る",PM,,週3日･4日･5日,渋谷・新宿（-）,                【PM】新規スポーツマーケットプレイスの開発 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061644398993358314a804eb,"【案件概要】
新規スポーツマーケットプレイスの開発をリードいただくPMの方を募集しています。

《業務イメージ》
・MP全体の構想およびプロジェクトマネジメント
・アーキテクチャ、システム設計、技術の選定
・各種管理機能や取引先企業が使う管理画面の設計
・物流、商品管理システムの開発・運用
など/PM/管理のみ/渋谷・新宿",【週3日･4日･5日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"600,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",PM,,週3日･4日･5日,渋谷・新宿（-）,【案件概要】新規スポーツマーケットプレイスの開発をリードいただくPMの方を募集しています。《業務イメージ》・MP全体の構想およびプロジェクトマネジメント・アーキテクチャ、システム設計、技術の選定・各種管理機能や取引先企業が使う管理画面の設計・物流、商品管理システムの開発・運用など,PM,,・PMや開発ディレクションの経験がある方・ECの設計・開発・運用業務の経験をお持ち方・チームでの開発ができる方,・業務システムの導入・開発・運用業務の経験をお持ちの方・サービスやシステムの立ち上げの経験をお持ちの方・BtoBtoCサービスに携わったことがある方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","600,000〜800,000円",渋谷・新宿（-）,業務委託,※参考報酬につきましては週5日でご稼働いただいた場合の金額です,案件ID：000006101229,
4448,4448,4449,https://lancersagent.com/project/pm/00616441971318297175f81f8,"注目【週3日/PM（為替取引のバックオフィスシステム）】                                【急募案件！】PM/WEBサービスのプロジェクトマネージャー業務                            週3日 | 360,000〜680,000円 / 月PM（為替取引のバックオフィスシステム）HTML・CSS・JavaScript・PHP・Python・PHP+MySQLAjaxjquerySmarty・PHP+MySQL週3日渋谷・新宿（不問駅（シンガポール））■業務内容本プロジェクトは、システム管理者やアプリケーション開発者、デザイナー、UI/UX設計者など、多くのチームが携わります。その中で、各パートとの協力体制の構築と問題解決（進行管理）を行い、プロジェクトを完成させる中心的な役割を担います。また、個別の機能について、社内の運用担当者より要件をヒアリングし、要件の定義を行いプログラマー（リーダー）に対し、開発仕様の指示を行います。詳細を見る",PM（為替取引のバックオフィスシステム）,HTML・CSS・JavaScript・PHP・Python・PHP+MySQLAjaxjquerySmarty・PHP+MySQL,週3日,渋谷・新宿（不問駅（シンガポール））,                【急募案件！】PM/WEBサービスのプロジェクトマネージャー業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616441971318297175f81f8,"■業務内容
本プロジェクトは、システム管理者やアプリケーション開発者、
デザイナー、UI/UX設計者など、多くのチームが携わります。

その中で、各パートとの協力体制の構築と問題解決（進行管理）を行い、
プロジェクトを完成させる中心的な役割を担います。
また、個別の機能について、社内の運用担当者より要件を
ヒアリングし、要件の定義を行いプログラマー（リーダー）に対し、
開発仕様の指示を行います。
/PM/管理のみ/渋谷・新宿",【週3日/HTML・CSS・JavaScript・PHP・Python】,【急募案件！】PM/WEBサービスのプロジェクトマネージャー業務,"360,000〜680,000円/ 月※ 消費税別の実際にお渡しする金額です",PM（為替取引のバックオフィスシステム）,HTML・CSS・JavaScript・PHP・Python,週3日,渋谷・新宿（不問駅（シンガポール））,■業務内容本プロジェクトは、システム管理者やアプリケーション開発者、デザイナー、UI/UX設計者など、多くのチームが携わります。その中で、各パートとの協力体制の構築と問題解決（進行管理）を行い、プロジェクトを完成させる中心的な役割を担います。また、個別の機能について、社内の運用担当者より要件をヒアリングし、要件の定義を行いプログラマー（リーダー）に対し、開発仕様の指示を行います。,PM（為替取引のバックオフィスシステム）,"HTML・CSS・JavaScript・PHP・Python・PHP+MySQL
Ajax
jquery
Smarty・PHP+MySQL","・node.jsまたはLAMP環境(Linux、Apache、MySQL、PHP)でのサーバサイドプログラミング経験・AWSでのサーバインフラ構築経験者・Docker, Ansibleでの構成管理の概念を理解している方・GITでのソースコード管理の概念を理解している方・MySQLなどのデータベース設計・開発の実務経験：3年以上・HTML、CSS、JavaScript、Ajax等のフロントエンド言語の概念を理解している方・プロジェクトマネージャー・ディレクター又は、それに準ずる職務経験・複数のロケーションに跨がるプロジェクトの、進行管理実務経験者・PHP、HTML、CSS、JavaScript、Ajax、nodejs、python等のフロントエンド言語の概念を理解している方",・Pythonの実務経験者・ビジネスレベルの英語力 習得者・FX、株式等のトレーディングアプリケーションの利用経験者,"週3日                            
(ﾘﾓｰﾄ：可)","360,000〜680,000円",渋谷・新宿（不問駅（シンガポール））,業務委託,フルリモート案件,案件ID：000006101033,
4452,4452,4453,https://lancersagent.com/project/pm/00616441972119112175f80b1,"定番【週3日/開発ディレクター】                                【急募案件！】オンライン医療診断ツールアプリの開発ディレクション業務                            週3日 | 700,000〜1,080,000円 / 月開発ディレクターRuby・Typescript週3日新橋・銀座・東京（大手町駅）新サービス立ち上げのための 0 => 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。 また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。詳細を見る",開発ディレクター,Ruby・Typescript,週3日,新橋・銀座・東京（大手町駅）,                【急募案件！】オンライン医療診断ツールアプリの開発ディレクション業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616441972119112175f80b1,"新サービス立ち上げのための 0 =&gt; 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。 
また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。/PM/管理のみ/新橋・銀座・東京",【週3日/Ruby・Typescript】,【急募案件！】オンライン医療診断ツールアプリの開発ディレクション業務,"700,000〜1,080,000円/ 月※ 消費税別の実際にお渡しする金額です",開発ディレクター,Ruby・Typescript,週3日,新橋・銀座・東京（大手町駅）,新サービス立ち上げのための 0 => 1 フェーズの開発にコミットいただきま す。現時点でワイヤーフレーム・仕様は固まりつつありますが、細かい部分をデザイナーやエンジニアと詰めていただく必要があります。また、MICINではオンライン診療やお薬サポートなどのプロダクトが成長し始めていることから、共通化できる機能をサービスから分離し共通基盤化する方向で検討が進んでおります。,開発ディレクター,Ruby・Typescript,・サービス連携が必要となるプロダクトの要求仕様策定や要件定義を行ったご経験・QCDのバランスをとりながらプロダクトをリリースしたご経験・様々なステークホルダーの意見を集約しながら、プロダクト開発を推進していくコミュニケーション能力,・認証/認可に関する知見・OpenID Connectに関する知見・Agora(https://jp.vcube. com/service/agora)に関する知見・デザイナーやエンジニアとの内製チームでの開発ディレクション経験・B向けのサービス管理基盤の要求仕様策定からリリースまで推進した経験,"週3日                            
(ﾘﾓｰﾄ：可)","700,000〜1,080,000円",新橋・銀座・東京（大手町駅）,業務委託,報酬は【週５日（月20日）換算】した際の金額です。,案件ID：000006101037,
4457,4457,4458,https://lancersagent.com/project/pm/0061644200857268892ef6,"定番【週3日/PM・PHPエンジニア】                                【急募案件！】 PM/ECサイト構築における開発・マネジメント業務                            週3日 | 600,000〜700,000円 / 月PM・PHPエンジニアPHP・Laravel週3日神奈川（日本大通り）会員管理システムの開発業務をご担当いただきます。詳細はご面談時にお話しいたします。詳細を見る",PM・PHPエンジニア,PHP・Laravel,週3日,神奈川（日本大通り）,                【急募案件！】 PM/ECサイト構築における開発・マネジメント業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/0061644200857268892ef6,"会員管理システムの開発業務をご担当いただきます。
詳細はご面談時にお話しいたします。/PM/実務含む/神奈川",【週3日/PHP】,【急募案件！】 PM/ECサイト構築における開発・マネジメント業務,"600,000〜700,000円/ 月※ 消費税別の実際にお渡しする金額です",PM・PHPエンジニア,PHP,週3日,神奈川（日本大通り）,会員管理システムの開発業務をご担当いただきます。詳細はご面談時にお話しいたします。,PM・PHPエンジニア,PHP・Laravel,・SEまたはPMの経験・laravelでの開発経験,-,"週3日                            
(ﾘﾓｰﾄ：可)","600,000〜700,000円",神奈川（日本大通り）,業務委託,※報酬金額は【驟雨5日（月20日）換算】した際の金額です,案件ID：000006101043,
4458,4458,4459,https://lancersagent.com/project/pm/006164420089969038891641,"定番【週3日/PM】                                【急募案件！】 PM/技術情報を使用したグラフ化/可視化が中心の新規Webサービス開発マネジ案件                            週3日 | 400,000〜700,000円 / 月PMHTML・CSS・JavaScript・Ruby週3日関西：大阪・京都・神戸（桂駅）技術情報を使ったグラフ化、可視化が中心の新規Webサービスの開発が主な業務です。顧客から頂いた情報をまとめたものを連携するので、その可視化等するシステムのマネジメントポジションをご依頼いたします。システム開発経験者、システム開発に興味がある知財業務経験者、歓迎いたします。最低限必要な知識：基本的なPC操作、システム開発手法に関する理解（コマンド、HTTP、Gitなど)詳細を見る",PM,HTML・CSS・JavaScript・Ruby,週3日,関西：大阪・京都・神戸（桂駅）,                【急募案件！】 PM/技術情報を使用したグラフ化/可視化が中心の新規Webサービス開発マネジ案件 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/006164420089969038891641,"技術情報を使ったグラフ化、可視化が中心の新規Webサービスの開発が主な業務です。
顧客から頂いた情報をまとめたものを連携するので、その可視化等するシステムのマネジメントポジションをご依頼いたします。

システム開発経験者、システム開発に興味がある知財業務経験者、歓迎いたします。

最低限必要な知識：基本的なPC操作、システム開発手法に関する理解（コマンド、HTTP、Gitなど)/PM/実務含む/関西：大阪・京都・神戸",【週3日/HTML・CSS・JavaScript・Ruby】,【急募案件！】 PM/技術情報を使用したグラフ化/可視化が中心の新規Webサービス開発マネジ案件,"400,000〜700,000円/ 月※ 消費税別の実際にお渡しする金額です",PM,HTML・CSS・JavaScript・Ruby,週3日,関西：大阪・京都・神戸（桂駅）,技術情報を使ったグラフ化、可視化が中心の新規Webサービスの開発が主な業務です。顧客から頂いた情報をまとめたものを連携するので、その可視化等するシステムのマネジメントポジションをご依頼いたします。システム開発経験者、システム開発に興味がある知財業務経験者、歓迎いたします。最低限必要な知識：基本的なPC操作、システム開発手法に関する理解（コマンド、HTTP、Gitなど),PM,HTML・CSS・JavaScript・Ruby,・エンジニアとしての実務経験,"・知的財産権や特許に関する知識、興味・ベンチャー企業のグロースに意欲がある方・DBへの知見・Ruby, Vueの知見や実務経験","週3日                            
(ﾘﾓｰﾄ：可)","400,000〜700,000円",関西：大阪・京都・神戸（桂駅）,業務委託,報酬は【週５日（月20日）換算】した際の金額です。,案件ID：000006101044,
4477,4477,4478,https://lancersagent.com/project/pm/006164420932131371455c222,"注目【週3日/【アーキテクト】基幹システム開発プロジェクト】                                【急募案件！】アーキテクト_基幹システム開発プロジェクト                            週3日 | 700,000〜860,000円 / 月【アーキテクト】基幹システム開発プロジェクトHTML・CSS・JavaScript・Java・SQL・Spring週3日新橋・銀座・東京（豊洲駅）基幹システム(セミナー管理システム)の構築をお願いできるITアーキテクトを探しております。依頼予定の業務としては上記の通り基幹システムの構築及び、システム方式設計／基盤設計となります。基本的にWebアプリケーションのITアーキテクトやテックリードとしてのご経験が豊富な方ですと今回案件にマッチするかと存じます。詳細を見る",【アーキテクト】基幹システム開発プロジェクト,HTML・CSS・JavaScript・Java・SQL・Spring,週3日,新橋・銀座・東京（豊洲駅）,                【急募案件！】アーキテクト_基幹システム開発プロジェクト | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/006164420932131371455c222,"基幹システム(セミナー管理システム)の構築をお願いできるITアーキテクトを探しております。依頼予定の業務としては上記の通り基幹システムの構築及び、システム方式設計／基盤設計となります。

基本的にWebアプリケーションのITアーキテクトやテックリードとしてのご経験が豊富な方ですと
今回案件にマッチするかと存じます。/PM/実務含む/新橋・銀座・東京",【週3日/HTML・CSS・JavaScript・Java・SQL】,【急募案件！】アーキテクト_基幹システム開発プロジェクト,"700,000〜860,000円/ 月※ 消費税別の実際にお渡しする金額です",【アーキテクト】基幹システム開発プロジェクト,HTML・CSS・JavaScript・Java・SQL,週3日,新橋・銀座・東京（豊洲駅）,基幹システム(セミナー管理システム)の構築をお願いできるITアーキテクトを探しております。依頼予定の業務としては上記の通り基幹システムの構築及び、システム方式設計／基盤設計となります。基本的にWebアプリケーションのITアーキテクトやテックリードとしてのご経験が豊富な方ですと今回案件にマッチするかと存じます。,【アーキテクト】基幹システム開発プロジェクト,HTML・CSS・JavaScript・Java・SQL・Spring,・WebアプリケーションのITアーキテクト(またはテックリード)として従事したことがある方,※いずれか1つがあると良い・基幹系システムのWebフロントエンドの基盤を設計したことがある方・システム移行の設計を行ったことがある方(ETLツール活用して構築、など)・Spring Frameworkのコア機能をカスタマイズできる方(Spring SecurityやSpring Sessionなど)・開発プロジェクトでIPAの非機能要求グレード2018を活用したことがある方,"週3日                            
(ﾘﾓｰﾄ：可)","700,000〜860,000円",新橋・銀座・東京（豊洲駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101063,
4494,4494,4495,https://lancersagent.com/project/pm/00616442213876685179b8005,"注目【週3日/PM（グルメサイト推進統括担当）】                                【急募案件！】PM（グルメサイト推進統括担当）                            週3日 | 700,000〜1,200,000円 / 月PM（グルメサイト推進統括担当）Java・Seasar2SAStrutsベースの顧客独自FWSpring・Framework扱ってるシステム毎で若干異なります）週3日渋谷・新宿（東京駅）HPグルメサイトのWebサイトエンハンス開発において、推進統括担当としてプロダクト全体に関わって頂きます。自身の今までのPMなどの経験を活かし、大手企業様のプロジェクトに携わりたい方を募集しております。業務例）・企画段階での案件に関する、顧客との相談・応対・案件担当リーダー・メンバーの上位サポート・工程基準・品質基準など満たしているかのチェック、リスク担保、フォロー/エスカレ詳細を見る",PM（グルメサイト推進統括担当）,Java・Seasar2SAStrutsベースの顧客独自FWSpring・Framework扱ってるシステム毎で若干異なります）,週3日,渋谷・新宿（東京駅）,                【急募案件！】PM（グルメサイト推進統括担当） | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616442213876685179b8005,"HPグルメサイトのWebサイトエンハンス開発において、推進統括担当としてプロダクト全体に関わって頂きます。
自身の今までのPMなどの経験を活かし、大手企業様のプロジェクトに携わりたい方を募集しております。
業務例）
・企画段階での案件に関する、顧客との相談・応対
・案件担当リーダー・メンバーの上位サポート
・工程基準・品質基準など満たしているかのチェック、リスク担保、フォロー/エスカレ/PM/管理のみ/渋谷・新宿",【週3日/Java】,【急募案件！】PM（グルメサイト推進統括担当）,"700,000〜1,200,000円/ 月※ 消費税別の実際にお渡しする金額です",PM（グルメサイト推進統括担当）,Java,週3日,渋谷・新宿（東京駅）,HPグルメサイトのWebサイトエンハンス開発において、推進統括担当としてプロダクト全体に関わって頂きます。自身の今までのPMなどの経験を活かし、大手企業様のプロジェクトに携わりたい方を募集しております。業務例）・企画段階での案件に関する、顧客との相談・応対・案件担当リーダー・メンバーの上位サポート・工程基準・品質基準など満たしているかのチェック、リスク担保、フォロー/エスカレ,PM（グルメサイト推進統括担当）,"Java・Seasar2
SAStrutsベースの顧客独自FW
Spring・Framework
扱ってるシステム毎で若干異なります）",・BtoC/Web開発、Javaなどの案件にて案件計画から、要件定義～設計～製造～テスト（結合、システム間含む）の工程経験があるかた・過去マネジメントなど業務指導経験やそれが可能方・プロダクト全体に関わり、PMとしての実務経験のある方・プロダクトの開発フロー、作業における課題改善点の発掘、提案、実践の経験あり又はそれが可能な方,-,"週3日                            
(ﾘﾓｰﾄ：可)","700,000〜1,200,000円",渋谷・新宿（東京駅）,業務委託,※参考報酬は週5日でご稼働いただいた場合の金額です,案件ID：000006101080,
4536,4536,4537,https://lancersagent.com/project/pm/00616439414892703179b7094,"定番【週3日/PM】                                【急募案件！】PM/自社プロダクトにおけるプロジェクトマネージャー                            週3日 | 480,000〜1,080,000円 / 月PMJava・Scala・Swift・AndroidJava・Kotlin・Play・Framework・SlickAngular・Ngxs週3日五反田・恵比寿・六本木（恵比寿駅）弊社は「人口減少社会」に対してテクノロジーを通じた価値貢献を実現するためにWEBサービスを展開しております。プロダクトは大きく3つあるのでその中におけるプロジェクトマネージャー（PM）として業務をお任せします。ご自身の希望などの詳細については面談時にすり合わせをして最適なプロダクトへのアサインができればと思います。詳細を見る",PM,Java・Scala・Swift・AndroidJava・Kotlin・Play・Framework・SlickAngular・Ngxs,週3日,五反田・恵比寿・六本木（恵比寿駅）,                【急募案件！】PM/自社プロダクトにおけるプロジェクトマネージャー | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616439414892703179b7094,"弊社は「人口減少社会」に対してテクノロジーを通じた価値貢献を実現するためにWEBサービスを展開しております。

プロダクトは大きく3つあるのでその中におけるプロジェクトマネージャー（PM）として業務をお任せします。

ご自身の希望などの詳細については面談時にすり合わせをして最適なプロダクトへのアサインができればと思います。
/PM/管理のみ/五反田・恵比寿・六本木",【週3日/Java・Scala・Swift・AndroidJava・Kotlin】,【急募案件！】PM/自社プロダクトにおけるプロジェクトマネージャー,"480,000〜1,080,000円/ 月※ 消費税別の実際にお渡しする金額です",PM,Java・Scala・Swift・AndroidJava・Kotlin,週3日,五反田・恵比寿・六本木（恵比寿駅）,弊社は「人口減少社会」に対してテクノロジーを通じた価値貢献を実現するためにWEBサービスを展開しております。プロダクトは大きく3つあるのでその中におけるプロジェクトマネージャー（PM）として業務をお任せします。ご自身の希望などの詳細については面談時にすり合わせをして最適なプロダクトへのアサインができればと思います。,PM,"Java・Scala・Swift・AndroidJava・Kotlin・Play・Framework・Slick
Angular・Ngxs",・要件定義のご経験・プロジェクトマネージャーとしての実務経験・メンバーマネジメントの経験・受け入れテストのご経験,"・PMP, プロジェクトマネージャの資格保有者・オフショアマネジメントの経験・アジャイル開発プロジェクトのマネジメント経験・自社プロダクト開発のプロジェクトマネジメント経験・労務系の知識・スクラムマスター経験・SEOの知識","週3日                            
(ﾘﾓｰﾄ：可)","480,000〜1,080,000円",五反田・恵比寿・六本木（恵比寿駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006100989,
4539,4539,4540,https://lancersagent.com/project/pm/00616439551836738892546,"注目【週3日/【PMO】基幹システムリプレイス】                                【急募案件！】PMO/基幹システムリプレイス                            週3日 | 730,000〜730,000円 / 月【PMO】基幹システムリプレイスJavaScript・Java・SQL・jQuerySpring・FrameworkDOMA週3日渋谷・新宿（豊洲）■PJT概要・経営コンサルを行う企業様の基幹システムリプレイス案件フロントオフィス～バックオフィスが利用する現行システムの複雑化・煩雑化に伴い、BPRを含めてリプレイスを実施。【依頼予定の業務】・PMOとしてPMマネジメントのサポートやプロジェクト横断の監視・点検を行っていただく詳細を見る",【PMO】基幹システムリプレイス,JavaScript・Java・SQL・jQuerySpring・FrameworkDOMA,週3日,渋谷・新宿（豊洲）,                【急募案件！】PMO/基幹システムリプレイス | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616439551836738892546,"■PJT概要
・経営コンサルを行う企業様の基幹システムリプレイス案件
フロントオフィス～バックオフィスが利用する現行システムの複雑化・煩雑化に伴い、BPRを含めてリプレイスを実施。

【依頼予定の業務】
・PMOとしてPMマネジメントのサポートやプロジェクト横断の監視・点検を行っていただく/PM/管理のみ/渋谷・新宿",【週3日/JavaScript・Java・SQL】,【急募案件！】PMO/基幹システムリプレイス,"730,000〜730,000円/ 月※ 消費税別の実際にお渡しする金額です",【PMO】基幹システムリプレイス,JavaScript・Java・SQL,週3日,渋谷・新宿（豊洲）,■PJT概要・経営コンサルを行う企業様の基幹システムリプレイス案件フロントオフィス～バックオフィスが利用する現行システムの複雑化・煩雑化に伴い、BPRを含めてリプレイスを実施。【依頼予定の業務】・PMOとしてPMマネジメントのサポートやプロジェクト横断の監視・点検を行っていただく,【PMO】基幹システムリプレイス,"JavaScript・Java・SQL・jQuery
Spring・Framework
DOMA",Web系の3年以上のシステム開発のご経験マネジメント業務またはPMO業務の2年以上のご経験,本PJTの言語、DB、フレームワークの実務経験,"週3日                            
(ﾘﾓｰﾄ：可)","730,000〜730,000円",渋谷・新宿（豊洲）,業務委託,報酬は週5日換算した金額です,案件ID：000006100993,
4553,4553,4554,https://lancersagent.com/project/pm/00616439627376361455d028,"【週3日/PdM・PM】                                【急募案件！】PM/PdM_クラウド型点群処理ソフトウェアのPdM                            週3日 | 600,000〜900,000円 / 月PdM・PMHTML・CSS・JavaScript・PHP週3日水道橋・飯田橋（大手町）弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。詳細を見る",PdM・PM,HTML・CSS・JavaScript・PHP,週3日,水道橋・飯田橋（大手町）,                【急募案件！】PM/PdM_クラウド型点群処理ソフトウェアのPdM | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616439627376361455d028,"弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。
エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。
/PM/管理のみ/水道橋・飯田橋",【週3日/HTML・CSS・JavaScript・PHP】,                        ※ 消費税別の実際にお渡しする金額です                    ,"600,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",PdM・PM,HTML・CSS・JavaScript・PHP,週3日,水道橋・飯田橋（大手町）,弊社は点群処理業務を効率化する、クラウド型のオンラインプラットフォームを運営しるスタートアップです。エンジニアチームを牽引し、プロダクトの成長を加速していただけるPdMの方を募集しております。,PdM・PM,HTML・CSS・JavaScript・PHP,■英語でのコミュニケーションスキル■ToB向けの業務改善ツールやSaaSの開発マネジメント経験,■PHP、AWS、Vue.jsを使ってプロダクトを開発した経験■アジャイル開発、スクラム開発などの仕組み作りを0から行った経験■StripeなどBtoB特有の決済APIを使って開発した経験,"週3日                            
(ﾘﾓｰﾄ：可)","600,000〜900,000円",水道橋・飯田橋（大手町）,業務委託,参考報酬は週5日でご稼働いただいた場合の金額です。,案件ID：000006101007,
4581,4581,4582,https://lancersagent.com/project/pm/00616438552527465179b7df5,"定番【週3日/【要件定義】サイトの顧客要望の整理・運用】                                【急募案件！】サイトの顧客要望の整理・運用                            週3日 | 600,000円以上 / 月【要件定義】サイトの顧客要望の整理・運用HTML・CSS・JavaScript・Vue週3日赤坂・永田町（永田町駅）【企業の特徴】①日本を代表する大企業のプロジェクトに携われます。②IT業界で必須となる先進的な技術を身に着けられます。③在宅勤務や裁量労働制、副業可など社員が働きやすい環境が整っています。【技術に対する魅力】・大規模Webサイトの企画、開発、運用に関するすべての機能を内製化しているため、高いレベルの技術を習得可能。・今後IT業界で必須となるAWSを高度に利用した開発スタイルを先進的に取り入れています。詳細を見る",【要件定義】サイトの顧客要望の整理・運用,HTML・CSS・JavaScript・Vue,週3日,赤坂・永田町（永田町駅）,                【急募案件！】サイトの顧客要望の整理・運用 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/pm/00616438552527465179b7df5,"【企業の特徴】
①日本を代表する大企業のプロジェクトに携われます。
②IT業界で必須となる先進的な技術を身に着けられます。
③在宅勤務や裁量労働制、副業可など社員が働きやすい環境が整っています。

【技術に対する魅力】
・大規模Webサイトの企画、開発、運用に関するすべての機能を内製化しているた
め、高いレベルの技術を習得可能。
・今後IT業界で必須となるAWSを高度に利用した開発スタイルを先進的に取り入れて
います。/PM/管理のみ/赤坂・永田町",【週3日/HTML・CSS・JavaScript】,【急募案件！】サイトの顧客要望の整理・運用,"600,000円以上/ 月※ 消費税別の実際にお渡しする金額です",【要件定義】サイトの顧客要望の整理・運用,HTML・CSS・JavaScript,週3日,赤坂・永田町（永田町駅）,【企業の特徴】①日本を代表する大企業のプロジェクトに携われます。②IT業界で必須となる先進的な技術を身に着けられます。③在宅勤務や裁量労働制、副業可など社員が働きやすい環境が整っています。【技術に対する魅力】・大規模Webサイトの企画、開発、運用に関するすべての機能を内製化しているため、高いレベルの技術を習得可能。・今後IT業界で必須となるAWSを高度に利用した開発スタイルを先進的に取り入れています。,【要件定義】サイトの顧客要望の整理・運用,HTML・CSS・JavaScript・Vue,"・フロントエンドエンジニア（html,css,javascript）経験をお持ちの方・PM（顧客要望に基づく仕様の整理の経験、開発スケジュール管理の経験）経験をお持ちの方","・フロントエンドエンジニア（vue.js,Nuxt.js,Typescript）経験をお持ちの方・フルスタックエンジニア（Python）経験をお持ちの方","週3日                            
(ﾘﾓｰﾄ：可)","600,000円以上",赤坂・永田町（永田町駅）,業務委託,-,案件ID：000006100926,
