,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
6343,6343,6344,https://lancersagent.com/project/designer/00616287482551013179cac47,"定番【週3日･4日･5日/UI/UXデザイナー】                                【UI/UX】自社サービスのWebサイトUIUXデザイン業務                            週3日･4日･5日 | 700,000〜980,000円 / 月UI/UXデザイナーAdobeXD・Adobeillustrator・AdobePhotoshop・Whimsical・Slack・　Notion週3日･4日･5日五反田・恵比寿・六本木（目黒駅）【主な仕事内容】・新規領域ECサイトのUI/UXデザイン業務・サービス内で使用する画像の改善・制作業務稼働時はMacPCを貸与させていただきます。詳細を見る",UI/UXデザイナー,AdobeXD・Adobeillustrator・AdobePhotoshop・Whimsical・Slack・　Notion,週3日･4日･5日,五反田・恵比寿・六本木（目黒駅）,                【UI/UX】自社サービスのWebサイトUIUXデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616287482551013179cac47,"【主な仕事内容】
・新規領域ECサイトのUI/UXデザイン業務
・サービス内で使用する画像の改善・制作業務

稼働時はMacPCを貸与させていただきます。/デザイナー/UI/UX/五反田・恵比寿・六本木",【週3日･4日･5日/】,【UI/UX】自社サービスのWebサイトUIUXデザイン業務,"700,000〜980,000円/ 月※ 消費税別の実際にお渡しする金額です",UI/UXデザイナー,,週3日･4日･5日,五反田・恵比寿・六本木（目黒駅）,【主な仕事内容】・新規領域ECサイトのUI/UXデザイン業務・サービス内で使用する画像の改善・制作業務稼働時はMacPCを貸与させていただきます。,UI/UXデザイナー,AdobeXD・Adobeillustrator・AdobePhotoshop・Whimsical・Slack・　Notion,・Adobe XDを使用したUI作成経験・WebサービスのUI/UXデザイン経験・エンジニアやPdMとの協業経験,・新規事業立ち上げ経験・ECサイトのUI/UX作成経験・スタートアップ企業での勤務経験・アジャイル開発を行なっている企業での勤務経験,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","700,000〜980,000円",五反田・恵比寿・六本木（目黒駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099246,
6349,6349,6350,https://lancersagent.com/project/designer/006159773198143718892f4c,"定番【週5日/UIデザイナー】                                【UIデザイナー】自社HRサービスにおけるUIデザイン業務                            週5日 | 500,000〜680,000円 / 月UIデザイナー週5日渋谷・新宿（渋谷駅）自社HRサービスのUIデザイン全般をご担当いただきます。・ユーザー側のプロダクト：求職者が使う管理画面。Web（レスポンシブ）とネイティブアプリ・企業側のプロダクト：企業が使う管理画面。Web（PC）のみ【その他】社内の7割が業務委託の方になります。10:00-19:00詳細を見る",UIデザイナー,,週5日,渋谷・新宿（渋谷駅）,                【UIデザイナー】自社HRサービスにおけるUIデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/006159773198143718892f4c,"自社HRサービスのUIデザイン全般をご担当いただきます。

・ユーザー側のプロダクト：求職者が使う管理画面。Web（レスポンシブ）とネイティブアプリ
・企業側のプロダクト：企業が使う管理画面。Web（PC）のみ

【その他】
社内の7割が業務委託の方になります。
10:00-19:00/デザイナー/UI/UX/渋谷・新宿",【週5日/】,【UIデザイナー】自社HRサービスにおけるUIデザイン業務,"500,000〜680,000円/ 月※ 消費税別の実際にお渡しする金額です",UIデザイナー,,週5日,渋谷・新宿（渋谷駅）,自社HRサービスのUIデザイン全般をご担当いただきます。・ユーザー側のプロダクト：求職者が使う管理画面。Web（レスポンシブ）とネイティブアプリ・企業側のプロダクト：企業が使う管理画面。Web（PC）のみ【その他】社内の7割が業務委託の方になります。10:00-19:00,UIデザイナー,,・UIデザイン、アプリケーションデザインにおける実務経験・UI / UX 視点でサービスの様々な課題解決や改善施策をした経験・ワイヤーフレームやプロトタイプ等による情報設計・機能提案・デザインツール、プロトタイピングツールを使ったUI制作経験(Figma、Adobe CC),"・新規ウェブサービスやアプリの立ち上げ、あるいは大規模リニューアルの経験・UXリサーチ、ユーザーテストの経験・フロントエンド（HTML, CSS, JavaScript）の経験","週5日                            
(ﾘﾓｰﾄ：相談可)","500,000〜680,000円",渋谷・新宿（渋谷駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098710,
6368,6368,6369,https://lancersagent.com/project/designer/00616278801351647179cadb0,"定番【週4日･5日/UIデザイナー】                                【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務                            週4日･5日 | 580,000〜900,000円 / 月UIデザイナー週4日･5日新橋・銀座・東京（大手町駅）医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。詳細を見る",UIデザイナー,,週4日･5日,新橋・銀座・東京（大手町駅）,                【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616278801351647179cadb0,医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。/デザイナー/UI/UX/新橋・銀座・東京,【週4日･5日/】,【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務,"580,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",UIデザイナー,,週4日･5日,新橋・銀座・東京（大手町駅）,医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。,UIデザイナー,,・Webおよびモバイルアプリケーショ ンのUIデザイン経験がある方・PdM、ビジネス、エンジニアなどのメンバーとのコミュニケーションを通して最良の設計が行える方・アウトプットに関して背景や意図を論理的に説明できる方,・業務アプリケーションの情報設計・UIデザイン経験・アクセシビリティへの興味や理解・フロントエンド開発知識・イラストやアイコンのデザイン経験・制作会社でのデザイン経験,"週4日･5日                            
(ﾘﾓｰﾄ：可)","580,000〜900,000円",新橋・銀座・東京（大手町駅）,業務委託,報酬は【週５日（月20日）換算】した際の金額です。,案件ID：000006099227,
6374,6374,6375,https://lancersagent.com/project/designer/0061634205316228187bb8ac,"定番【週4日･5日/UIデザイナー】                                【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務                            週4日･5日 | 580,000〜900,000円 / 月UIデザイナー週4日･5日新橋・銀座・東京（大手町駅）医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。詳細を見る",UIデザイナー,,週4日･5日,新橋・銀座・東京（大手町駅）,                【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0061634205316228187bb8ac,医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。/デザイナー/UI/UX/新橋・銀座・東京,【週4日･5日/】,【UIデザイナー】オンライン医療診断ツールアプリのUIデザイン設計業務,"580,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",UIデザイナー,,週4日･5日,新橋・銀座・東京（大手町駅）,医療領域のドメインスペシャリストなどのメンバーとともに患者・医療従事者に向けたサービスの情報設計およびUIデザインを担当して頂きます。,UIデザイナー,,・Webおよびモバイルアプリケーショ ンのUIデザイン経験がある方・PdM、ビジネス、エンジニアなどのメンバーとのコミュニケーションを通して最良の設計が行える方・アウトプットに関して背景や意図を論理的に説明できる方,・業務アプリケーションの情報設計・UIデザイン経験・アクセシビリティへの興味や理解・フロントエンド開発知識・イラストやアイコンのデザイン経験・制作会社でのデザイン経験,"週4日･5日                            
(ﾘﾓｰﾄ：可)","580,000〜900,000円",新橋・銀座・東京（大手町駅）,業務委託,報酬は【週５日（月20日）換算】した際の金額です。,案件ID：000006099433,
6386,6386,6387,https://lancersagent.com/project/designer/00616273697509366179cb517,"定番【週4日･5日/UI|3DCGデザイナー】                                【デザイナー】家庭用ゲーム機のゲームソフト開発案件                            週4日･5日 | 560,000〜630,000円 / 月UI|3DCGデザイナー週4日･5日秋葉原（浅草駅）【案件概要】ゲーム会社の事業拡大に伴う、3DCGデザイナーを募集をいたします。【業務内容】コンシューマ向けゲーム開発全般、ツール制作のプログラム作業、キャラクター、背景、ポストエフェクトのシェーダの開発、作成をお任せします【求める人物像】　・安心して業務を任せられる 責任感のある方　・クオリティを追求する向上心のある方【職種について】3DCG背景、モーションデザイン、エフェクトデザインなど詳細を見る",UI|3DCGデザイナー,,週4日･5日,秋葉原（浅草駅）,                【デザイナー】家庭用ゲーム機のゲームソフト開発案件 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616273697509366179cb517,"【案件概要】
ゲーム会社の事業拡大に伴う、3DCGデザイナーを募集をいたします。

【業務内容】
コンシューマ向けゲーム開発全般、ツール制作のプログラム作業、キャラクター、背景、ポストエフェクトのシェーダの開発、作成をお任せします

【求める人物像】
　・安心して業務を任せられる 責任感のある方
　・クオリティを追求する向上心のある方


【職種について】
3DCG背景、モーションデザイン、エフェクトデザインなど/デザイナー/ゲーム/秋葉原",【週4日･5日/】,【デザイナー】家庭用ゲーム機のゲームソフト開発案件,"560,000〜630,000円/ 月※ 消費税別の実際にお渡しする金額です",UI|3DCGデザイナー,,週4日･5日,秋葉原（浅草駅）,【案件概要】ゲーム会社の事業拡大に伴う、3DCGデザイナーを募集をいたします。【業務内容】コンシューマ向けゲーム開発全般、ツール制作のプログラム作業、キャラクター、背景、ポストエフェクトのシェーダの開発、作成をお任せします【求める人物像】・安心して業務を任せられる 責任感のある方・クオリティを追求する向上心のある方【職種について】3DCG背景、モーションデザイン、エフェクトデザインなど,UI|3DCGデザイナー,,Mayaを用いた3Dキャラクターの実務経験インターフェースのレイアウト、メニュー（ウィンドウフレーム、アイコン等）の制作経験,Unreal Engine や Unity を用いたUI/UX製作経験アクションゲームのジャンルでUI/UXデザインの製作経験キャラクター、アイテム、衣装、背景、等のイラスト制作、ヴィジュアルデザイン製作経験スクリプト言語を用いたテクニカルアーティスト業務経験外部協力会社との管理業務経験,週4日･5日,"560,000〜630,000円",秋葉原（浅草駅）,業務委託,※報酬は【週5日（月20日）換算】した金額です,案件ID：000006099216,
6402,6402,6403,https://lancersagent.com/project/designer/0060I00000fIe6xQAC,"注目【週3日･4日･5日/Webデザイナー(グラフィック含む)】                                【WEBデザイナー】マーケティングチームでのデザイン業務                            週3日･4日･5日 | 600,000円以上 / 月Webデザイナー(グラフィック含む)HTML・CSS週3日･4日･5日品川（五反田）大手バックオフィス系アプリケーション開発企業内のマーケティングチームにてデザイン業務に携わっていただきます。【業務詳細】社内の依頼から、チラシ、DM、バナー、Webのデザイン。スキルセットに応じて動画やイベントのデザインもお任せします。詳細を見る",Webデザイナー(グラフィック含む),HTML・CSS,週3日･4日･5日,品川（五反田）,                【WEBデザイナー】マーケティングチームでのデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000fIe6xQAC,"大手バックオフィス系アプリケーション開発企業内の
マーケティングチームにてデザイン業務に携わっていただきます。

【業務詳細】
社内の依頼から、チラシ、DM、バナー、Webのデザイン。
スキルセットに応じて動画やイベントのデザインもお任せします。/デザイナー/WEB/品川",【週3日･4日･5日/HTML・CSS】,【WEBデザイナー】マーケティングチームでのデザイン業務,"600,000円以上/ 月※ 消費税別の実際にお渡しする金額です",Webデザイナー(グラフィック含む),HTML・CSS,週3日･4日･5日,品川（五反田）,大手バックオフィス系アプリケーション開発企業内のマーケティングチームにてデザイン業務に携わっていただきます。【業務詳細】社内の依頼から、チラシ、DM、バナー、Webのデザイン。スキルセットに応じて動画やイベントのデザインもお任せします。,Webデザイナー(グラフィック含む),HTML・CSS,"・事業会社や制作会社,、広告代理店での商業デザインの経験・デザインクオリティに最後までこだわり抜く強い意思・Photoshop・illustratorでのデザインスキル・DTPオペレーションの知識、経験・Webでのバナー作成や、ページデザインの経験（Web経験については応相談）・コミュニケーション能力",・動画の制作・ディレクション経験・コーディング経験（html5/css3）もしくはコーディングを意識したデザイン制作経験・下記どれかにピンと来る人歓迎例:何か一つ突出したスキルがある方レタッチが得意、タイポグラフィの知見があるetcとにかくデザインが好きな方事業会社でデザインすることにやりがいを見出せる方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：相談可)","600,000円以上",品川（五反田）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098520,
6406,6406,6407,https://lancersagent.com/project/designer/00616262611132402f7ce66e,"注目【週2日･3日/UI/UXデザイナー（タッチフロントエンド）】                                【UI/UXデザイナー】自社事業（クラウド会計ソフト関連）推進関わるデザイン提案・作成                            週2日･3日 | 600,000〜900,000円 / 月UI/UXデザイナー（タッチフロントエンド）HTML・CSS・JavaScript・illustrator:Photoshop週2日･3日品川（五反田駅）今回弊社事業（クラウド会計ソフト関連）をさらに推進したいと考えておりその為のUIデザインとフロント周りを対応できる方を探しております。詳細を見る",UI/UXデザイナー（タッチフロントエンド）,HTML・CSS・JavaScript・illustrator:Photoshop,週2日･3日,品川（五反田駅）,                【UI/UXデザイナー】自社事業（クラウド会計ソフト関連）推進関わるデザイン提案・作成 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616262611132402f7ce66e,"今回弊社事業（クラウド会計ソフト関連）をさらに推進したいと考えており
その為のUIデザインとフロント周りを対応できる方を探しております。/デザイナー/UI/UX/品川",【週2日･3日/HTML・CSS・JavaScript】,【UI/UXデザイナー】自社事業（クラウド会計ソフト関連）推進関わるデザイン提案・作成,"600,000〜900,000円/ 月※ 消費税別の実際にお渡しする金額です",UI/UXデザイナー（タッチフロントエンド）,HTML・CSS・JavaScript,週2日･3日,品川（五反田駅）,今回弊社事業（クラウド会計ソフト関連）をさらに推進したいと考えておりその為のUIデザインとフロント周りを対応できる方を探しております。,UI/UXデザイナー（タッチフロントエンド）,HTML・CSS・JavaScript・illustrator:Photoshop,-UI/UXデザインへの深い知見・業務経験-PJT推進させる為の自発的なコミュニケーション,-HTML.CSS.javascriptを使用したコーディング経験--フルリモート環境でのアウトプット,"週2日･3日                            
(ﾘﾓｰﾄ：可)","600,000〜900,000円",品川（五反田駅）,業務委託,-,案件ID：000006099200,
6413,6413,6414,https://lancersagent.com/project/designer/00616256447878566175f8ad9,"定番【週3日･4日･5日/WEB・UI/UXデザイナー】                                【WEB/UIUX】EC・LP・Webサイト等のWEBデザイン業務                            週3日･4日･5日 | 400,000〜800,000円 / 月WEB・UI/UXデザイナーHTML・CSS・JavaScript・WordPress週3日･4日･5日新橋・銀座・東京（東京駅）<会社概要>システムエンジニア事業を展開しており、WEBメディアや企業機関システム、業務システムの企画・開発・運用などの技術支援を行っている企業様になります。<業務内容>顧客からシステム開発の発注を受け、WEBデザイナーとしてフロントエンドでの開発に携わっていただきます。(月間3～5案件程)■案件例・WEBメディア・人事系、会計、SCM、ECサイト・企業HP詳細を見る",WEB・UI/UXデザイナー,HTML・CSS・JavaScript・WordPress,週3日･4日･5日,新橋・銀座・東京（東京駅）,                【WEB/UIUX】EC・LP・Webサイト等のWEBデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616256447878566175f8ad9,"&lt;会社概要&gt;
システムエンジニア事業を展開しており、WEBメディアや企業機関システム、業務システムの企画・開発・運用などの技術支援を行っている企業様になります。
&lt;業務内容&gt;
顧客からシステム開発の発注を受け、WEBデザイナーとしてフロントエンドでの開発に携わっていただきます。(月間3～5案件程)
■案件例
・WEBメディア
・人事系、会計、SCM、ECサイト
・企業HP
/デザイナー/WEB/新橋・銀座・東京",【週3日･4日･5日/HTML・CSS・JavaScript】,【WEB/UIUX】EC・LP・Webサイト等のWEBデザイン業務,"400,000〜800,000円/ 月※ 消費税別の実際にお渡しする金額です",WEB・UI/UXデザイナー,HTML・CSS・JavaScript,週3日･4日･5日,新橋・銀座・東京（東京駅）,<会社概要>システムエンジニア事業を展開しており、WEBメディアや企業機関システム、業務システムの企画・開発・運用などの技術支援を行っている企業様になります。<業務内容>顧客からシステム開発の発注を受け、WEBデザイナーとしてフロントエンドでの開発に携わっていただきます。(月間3～5案件程)■案件例・WEBメディア・人事系、会計、SCM、ECサイト・企業HP,WEB・UI/UXデザイナー,HTML・CSS・JavaScript・WordPress,・HTML、CSS、JavaScriptを使ってWebデザインを実装できる方・Webデザイナーとしてどういう見せ方が良いか提案できる方・フロントエンドエンジニアとしてコーディングもできる方,・WordPressの知見もある方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","400,000〜800,000円",新橋・銀座・東京（東京駅）,業務委託,報酬については週5日稼働の場合で算出をしています。,案件ID：000006099188,
6417,6417,6418,https://lancersagent.com/project/designer/0061625357315589e801b9c,"注目【週4日･5日/リードデザイナー】                                【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するリードデザイナー業務                            週4日･5日 | 480,000〜630,000円 / 月リードデザイナーHTML・CSS週4日･5日新橋・銀座・東京（大手町駅）経営陣やビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなど、デザインの力によってユーザーへの提供価値向上可能な全ての領域においてリードデザイナーとして携わっていただきます。詳細を見る",リードデザイナー,HTML・CSS,週4日･5日,新橋・銀座・東京（大手町駅）,                【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するリードデザイナー業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0061625357315589e801b9c,経営陣やビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなど、デザインの力によってユーザーへの提供価値向上可能な全ての領域においてリードデザイナーとして携わっていただきます。/デザイナー/UI/UX/新橋・銀座・東京,【週4日･5日/HTML・CSS】,【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するリードデザイナー業務,"480,000〜630,000円/ 月※ 消費税別の実際にお渡しする金額です",リードデザイナー,HTML・CSS,週4日･5日,新橋・銀座・東京（大手町駅）,経営陣やビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなど、デザインの力によってユーザーへの提供価値向上可能な全ての領域においてリードデザイナーとして携わっていただきます。,リードデザイナー,HTML・CSS,・WebサービスのUI/UXデザインをリードした経験・HTML / CSS を用いた基本的なマークアップ経験・ノベルティや印刷物などブランディングに関わるデザイン経験・デザインを論理的に説明し、異職種のメンバーと要件調整をした経験,・新規サービス立上げ / クローズ経験・アジャイル / スクラム開発プロセスで働いた経験・インタラクションを考慮したサービスのデザイン経験・Webデザインにおけるスタイルガイドの制作、改善経験・SCSSを用いたコーディング経験・Gitを用いたコードのバージョン管理経験・デザインチームの立ち上げ、マネジメント経験,"週4日･5日                            
(ﾘﾓｰﾄ：一部可)","480,000〜630,000円",新橋・銀座・東京（大手町駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099178,
6420,6420,6421,https://lancersagent.com/project/designer/00616254780818497179bc277,"定番【週3日/WEBデザイナー】                                【WEB】WEBサイト、コーポレートサイトを中心とするデザイン業務                            週3日 | 300,000〜400,000円 / 月WEBデザイナーPhotoshop・Illustrator週3日水道橋・飯田橋（神保町駅）弊社で行ってるHP制作を中心にデザインを行って頂ける方を募集致します。＜制作実績＞大手通信系企業やハウスメーカーのコーポレートサイトの制作を行っております。それ以外にも社内イントラなどtoB向けのWEBサイトをメインに制作しております。詳細を見る",WEBデザイナー,Photoshop・Illustrator,週3日,水道橋・飯田橋（神保町駅）,                【WEB】WEBサイト、コーポレートサイトを中心とするデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616254780818497179bc277,"弊社で行ってるHP制作を中心にデザインを行って頂ける方を募集致します。

＜制作実績＞
大手通信系企業やハウスメーカーのコーポレートサイト
の制作を行っております。
それ以外にも社内イントラなどtoB向けのWEBサイトを
メインに制作しております。
/デザイナー/WEB/水道橋・飯田橋",【週3日/】,【WEB】WEBサイト、コーポレートサイトを中心とするデザイン業務,"300,000〜400,000円/ 月※ 消費税別の実際にお渡しする金額です",WEBデザイナー,,週3日,水道橋・飯田橋（神保町駅）,弊社で行ってるHP制作を中心にデザインを行って頂ける方を募集致します。＜制作実績＞大手通信系企業やハウスメーカーのコーポレートサイトの制作を行っております。それ以外にも社内イントラなどtoB向けのWEBサイトをメインに制作しております。,WEBデザイナー,Photoshop・Illustrator,・ デザイナーとしての就業経験・ Photoshop・Illustratorでのデザイン制作経験・ ウェブサイトまたはグラフィックデザインの制作経験,・ クライアント窓口経験・ デザイン提案書の作成経験・ 情報設計とそれに基づくサイト構造設計経験・ ロゴ制作経験、イラスト・ピクトグラム制作経験・ コーディング制作業務経験,"週3日                            
(ﾘﾓｰﾄ：可)","300,000〜400,000円",水道橋・飯田橋（神保町駅）,業務委託,報酬については週5日稼働の場合で算出をしています。,案件ID：000006099185,
6422,6422,6423,https://lancersagent.com/project/designer/00616253581140919e800529,"注目【週4日･5日/UI/UXデザイナー】                                【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するUI/UXデザイナー業務                            週4日･5日 | 450,000〜600,000円 / 月UI/UXデザイナーHTML・CSS週4日･5日新橋・銀座・東京（大手町駅）ビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなどデザインに関する業務を広くご担当いただきます。詳細を見る",UI/UXデザイナー,HTML・CSS,週4日･5日,新橋・銀座・東京（大手町駅）,                【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するUI/UXデザイナー業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/00616253581140919e800529,"ビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなどデザインに関する業務を広くご担当いただきます。
/デザイナー/UI/UX/新橋・銀座・東京",【週4日･5日/HTML・CSS】,【デザイナー】住宅ローン業界のユーザー体験とデザインを牽引するUI/UXデザイナー業務,"450,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",UI/UXデザイナー,HTML・CSS,週4日･5日,新橋・銀座・東京（大手町駅）,ビジネスサイドのメンバーやエンジニアたちと連携しながら、各種プロダクトのUI/UXデザインやコーディング、コーポレートブランディングなどデザインに関する業務を広くご担当いただきます。,UI/UXデザイナー,HTML・CSS,・WebサービスのUIデザイン経験・HTML / CSS の基本的なマークアップができる、あるいは学習して担当することに抵抗が無い方・自身が携わったデザインを論理的に説明できる方,・新規サービス立上げ / クローズ経験・アジャイル / スクラム開発プロセスで働いた経験・ビジネスサイドのメンバーとともに企画や要件定義を行った経験・ノベルティや印刷物などブランディングに関わるデザイン経験・インタラクションを考慮したサービスのデザイン経験・SCSSを用いたコーディング経験・Gitを用いたコードのバージョン管理経験,"週4日･5日                            
(ﾘﾓｰﾄ：一部可)","450,000〜600,000円",新橋・銀座・東京（大手町駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006099179,
6440,6440,6441,https://lancersagent.com/project/designer/0060I00000TLBLBQA5,注目【週3日･4日･5日/UI/UXデザイナー】                                【UI/UXデザイナー】ネイティブバカラゲームアプリにおけるデザイン業務                            週3日･4日･5日 | 2〜4万円 / 日UI/UXデザイナーUIUX経験・デザイン経験・ディレクション経験週3日･4日･5日渋谷・新宿（上野毛駅）バカラゲームアプリのデザイン業務(オンライン・ネイティヴ)成長フェーズにともない、一緒に立ち上げをしてくれる新しい事業に意欲的に取り組んでくれる方、歓迎いたします。詳細を見る,UI/UXデザイナー,UIUX経験・デザイン経験・ディレクション経験,週3日･4日･5日,渋谷・新宿（上野毛駅）,                【UI/UXデザイナー】ネイティブバカラゲームアプリにおけるデザイン業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/0060I00000TLBLBQA5,"バカラゲームアプリのデザイン業務(オンライン・ネイティヴ)

成長フェーズにともない、一緒に立ち上げをしてくれる
新しい事業に意欲的に取り組んでくれる方、歓迎いたします。/デザイナー/WEB/渋谷・新宿",【週3日･4日･5日/】,【UI/UXデザイナー】ネイティブバカラゲームアプリにおけるデザイン業務,2〜4万円/ 日※ 消費税別の実際にお渡しする金額です,UI/UXデザイナー,,週3日･4日･5日,渋谷・新宿（上野毛駅）,バカラゲームアプリのデザイン業務(オンライン・ネイティヴ)成長フェーズにともない、一緒に立ち上げをしてくれる新しい事業に意欲的に取り組んでくれる方、歓迎いたします。,UI/UXデザイナー,UIUX経験・デザイン経験・ディレクション経験,・ゲームやエンタメ系を中心とした運用型のコンテンツ・サービス経験・デザイン制作ディレクション経験・UI/UX設計、デザイン経験・HTML／CSS／ReactJSの知識（実務ではコーディングなし）,・英語の読み書き、話せる方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)",2〜4万円,渋谷・新宿（上野毛駅）,業務委託,,案件ID：000006097767,
6447,6447,6448,https://lancersagent.com/project/designer/006162321892619914a7dac0,"定番【週3日･4日･5日/スマホアプリデザイナー】                                【デザイナー】スマホアプリの新規サービス開発におけるデザイン案件                            週3日･4日･5日 | 500,000〜700,000円 / 月スマホアプリデザイナーAdobeXD週3日･4日･5日水道橋・飯田橋（市ヶ谷駅）【企業情報】金融系クライアントからの受託開発と2021年の秋にリリースを控えている自社サービスの開発を軸として事業展開しております。【案件概要】今回、金融系クライアントから受託開発を請け負っている案件ではなく、新規プロダクトとしてスマホアプリの新規サービスを検討しております。詳細はご面談時にお話しいたします。詳細を見る",スマホアプリデザイナー,AdobeXD,週3日･4日･5日,水道橋・飯田橋（市ヶ谷駅）,                【デザイナー】スマホアプリの新規サービス開発におけるデザイン案件 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/designer/006162321892619914a7dac0,"【企業情報】
金融系クライアントからの受託開発と2021年の秋にリリースを控えている自社サービスの開発を軸として事業展開しております。

【案件概要】
今回、金融系クライアントから受託開発を請け負っている案件ではなく、新規プロダクトとしてスマホアプリの新規サービスを検討しております。
詳細はご面談時にお話しいたします。/デザイナー/WEB/水道橋・飯田橋",【週3日･4日･5日/】,【デザイナー】スマホアプリの新規サービス開発におけるデザイン案件,"500,000〜700,000円/ 月※ 消費税別の実際にお渡しする金額です",スマホアプリデザイナー,,週3日･4日･5日,水道橋・飯田橋（市ヶ谷駅）,【企業情報】金融系クライアントからの受託開発と2021年の秋にリリースを控えている自社サービスの開発を軸として事業展開しております。【案件概要】今回、金融系クライアントから受託開発を請け負っている案件ではなく、新規プロダクトとしてスマホアプリの新規サービスを検討しております。詳細はご面談時にお話しいたします。,スマホアプリデザイナー,AdobeXD,-デザイナー案件の経験がある方-ワイヤーフレーム作成経験がある方,-新規サービス立ち上げなどの経験がある方-Adobe XDの経験がある方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：相談可)","500,000〜700,000円",水道橋・飯田橋（市ヶ谷駅）,業務委託,報酬については週5日稼働の場合で算出をしています。,案件ID：000006099118,
