,Unnamed: 0,NO,URL,タイトル,職務,スキル,勤務,職場,案件タイトル,案件URL,業務内容,キーワード,案件タイトル.1,月額報酬,職種,スキル・言語・FW,勤務日数詳細,勤務エリア（最寄り駅）,案件内容,職種.1,スキル・言語・FW.1,必須スキル,歓迎スキル,稼働日数,月額報酬.1,勤務エリア（最寄り駅）.1,雇用形態,備考,案件ID,案件内容.1
4086,4086,4087,https://lancersagent.com/project/other/00616450609882762160078fe,"【週2日･3日/カスタマーサクセス/保守運用PL】                                カスタマーサクセス/保守運用PL                            週2日･3日 | 500,000〜700,000円 / 月カスタマーサクセス/保守運用PL‐週2日･3日水道橋・飯田橋（本郷三丁目駅）◆自社サービスに関わる以下業務を想定・顧客対応、社内外の定例会の運営・プロジェクト管理・ヘルプデスク・障害、インシデント対応、新規要望対応・新規提案・その他関連業務（ex. 顧客への定期報告など）詳細を見る",カスタマーサクセス/保守運用PL,‐,週2日･3日,水道橋・飯田橋（本郷三丁目駅）,                カスタマーサクセス/保守運用PL | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616450609882762160078fe,"◆自社サービスに関わる以下業務を想定
・顧客対応、社内外の定例会の運営
・プロジェクト管理
・ヘルプデスク
・障害、インシデント対応、新規要望対応
・新規提案
・その他関連業務（ex. 顧客への定期報告など）/その他/システム/水道橋・飯田橋",【週2日･3日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜700,000円/ 月※ 消費税別の実際にお渡しする金額です",カスタマーサクセス/保守運用PL,,週2日･3日,水道橋・飯田橋（本郷三丁目駅）,◆自社サービスに関わる以下業務を想定・顧客対応、社内外の定例会の運営・プロジェクト管理・ヘルプデスク・障害、インシデント対応、新規要望対応・新規提案・その他関連業務（ex. 顧客への定期報告など）,カスタマーサクセス/保守運用PL,‐,・BtoB顧客対応のご経験・システム保守運用をリードしたご経験,・カスタマーサクセスをリードした経験・PMO経験・GCPの基本的な理解・Webアプリに関する基本的な理解（フロントエンド、バックエンド、DB、インフラ）・データ基盤に関する基本的な理解（airflow、dataform、BigQuery）・データサイエンスに関する基本的な理解（機械学習、数理最適化）・クラウドサービスに関する基本的な理解,"週2日･3日                            
(ﾘﾓｰﾄ：可)","500,000〜700,000円",水道橋・飯田橋（本郷三丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101501,
4098,4098,4099,https://lancersagent.com/project/other/00616450927764072179b7e16,"【週3日/データアナリスト】                                【定番案件】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務                            週3日 | 500,000〜600,000円 / 月データアナリストPython・SQL週3日赤坂・永田町（溜池山王）【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。詳細を見る",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,                【定番案件】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616450927764072179b7e16,"【企業情報】
私たちは、ブランド戦略立案、クリエイティブ制作、
システム開発の３つのサービスを提供するマーケティング支援企業です。

【案件概要】
クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。

※詳細はご面談時にお話しいたします。/その他/その他/赤坂・永田町",【週3日/Python・SQL】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。,データアナリスト,Python・SQL,・SASを使用した実務経験・SQLの知見・python基礎がわかる方,・データ分析の知見をお持ちの方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",赤坂・永田町（溜池山王）,業務委託,報酬は週5日換算した金額です,案件ID：000006101592,
4156,4156,4157,https://lancersagent.com/project/other/0061644997161788614a80423,"【週1日･2日･3日･4日･5日/映像制作】                                【映像制作】遊技機の映像制作デザイナー                            週1日･2日･3日･4日･5日 | 400,000〜500,000円 / 月映像制作週1日･2日･3日･4日･5日秋葉原（秋葉原駅）【案件概要】弊社で請け負っている遊技機の映像制作業務をご担当いただきます。AdobeAfterEffectをメインとして使用しますが、3DCGツールのご経験のある方も歓迎しております。詳細を見る",映像制作,,週1日･2日･3日･4日･5日,秋葉原（秋葉原駅）,                【映像制作】遊技機の映像制作デザイナー | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/0061644997161788614a80423,"【案件概要】
弊社で請け負っている遊技機の映像制作業務をご担当いただきます。
AdobeAfterEffectをメインとして使用しますが、3DCGツールのご経験のある方も
歓迎しております。
/その他/映像制作/秋葉原",【週1日･2日･3日･4日･5日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"400,000〜500,000円/ 月※ 消費税別の実際にお渡しする金額です",映像制作,,週1日･2日･3日･4日･5日,秋葉原（秋葉原駅）,【案件概要】弊社で請け負っている遊技機の映像制作業務をご担当いただきます。AdobeAfterEffectをメインとして使用しますが、3DCGツールのご経験のある方も歓迎しております。,映像制作,,遊技機の映像制作に携わったご経験AdobeAfterEffectを使用した実務経験,"3DCG系のソフト（Maya,3ds Maxなど）のご経験","週1日･2日･3日･4日･5日                            
(ﾘﾓｰﾄ：相談可)","400,000〜500,000円",秋葉原（秋葉原駅）,業務委託,※参考報酬額は週5日でご稼働いただいた場合の金額です。,案件ID：000006101458,
4173,4173,4174,https://lancersagent.com/project/other/00616448012365927fc83935,"【週3日/データアナリスト】                                【人気案件！】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務                            週3日 | 500,000〜600,000円 / 月データアナリストPython・SQL週3日赤坂・永田町（溜池山王）【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。詳細を見る",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,                【人気案件！】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616448012365927fc83935,"【企業情報】
私たちは、ブランド戦略立案、クリエイティブ制作、
システム開発の３つのサービスを提供するマーケティング支援企業です。

【案件概要】
クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。

※詳細はご面談時にお話しいたします。/その他/その他/赤坂・永田町",【週3日/Python・SQL】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。,データアナリスト,Python・SQL,・SASを使用した実務経験・SQLの知見・python基礎がわかる方,・データ分析の知見をお持ちの方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",赤坂・永田町（溜池山王）,業務委託,報酬は週5日換算した金額です,案件ID：000006101291,
4234,4234,4235,https://lancersagent.com/project/other/00616098436439422163f3d09,"急募【週5日/【システム】調査・提案】                                【システム】決済サービス開発に向けた調査・提案支援                            週5日 | 480,000〜580,000円 / 月【システム】調査・提案●必要スキル：・開発作業ではないため、「開発だけを行いたい」というモチベーションではない方・データの取りまとめに抵抗がない方（Excel・スプレッドシート）週5日新橋・銀座・東京（汐留駅）●主な作業内容：決済代行会社のシステム部門でのお仕事です。今や欠かすことのできない「オンライン決済」や「店舗向け決済サービス」の企画立案支援を実施します。またデータの取りまとめなどもお任せしていきます。詳細を見る",【システム】調査・提案,●必要スキル：・開発作業ではないため、「開発だけを行いたい」というモチベーションではない方・データの取りまとめに抵抗がない方（Excel・スプレッドシート）,週5日,新橋・銀座・東京（汐留駅）,                【システム】決済サービス開発に向けた調査・提案支援 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616098436439422163f3d09,"●主な作業内容：
決済代行会社のシステム部門でのお仕事です。
今や欠かすことのできない「オンライン決済」や「店舗向け決済サービス」の企画立案支援を実施します。
またデータの取りまとめなどもお任せしていきます。/その他/WEB/新橋・銀座・東京",【週5日/】,【システム】決済サービス開発に向けた調査・提案支援,"480,000〜580,000円/ 月※ 消費税別の実際にお渡しする金額です",【システム】調査・提案,,週5日,新橋・銀座・東京（汐留駅）,●主な作業内容：決済代行会社のシステム部門でのお仕事です。今や欠かすことのできない「オンライン決済」や「店舗向け決済サービス」の企画立案支援を実施します。またデータの取りまとめなどもお任せしていきます。,【システム】調査・提案,"●必要スキル：
・開発作業ではないため、「開発だけを行いたい」というモチベーションではない方
・データの取りまとめに抵抗がない方（Excel・スプレッドシート）",●必要スキル：・開発作業ではないため、「開発だけを行いたい」というモチベーションではない方・データの取りまとめに抵抗がない方（Excel・スプレッドシート）,・WebAPIアプリケーション開発の経験がある方※無くても可,"週5日                            
(ﾘﾓｰﾄ：可)","480,000〜580,000円",新橋・銀座・東京（汐留駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006098850,
4302,4302,4303,https://lancersagent.com/project/other/00616443637594706fc858ca,"注目【週3日/テクニカルサポート】                                【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日 | 500,000〜600,000円 / 月テクニカルサポート週3日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日,渋谷・新宿（青山一丁目駅）,                【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616443637594706fc858ca,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日/】,【即日採用！】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101160,
4322,4322,4323,https://lancersagent.com/project/other/00616443730282955175f8949,"注目【週3日/セールス】                                【即日採用！】営業/自社SaaSサービスのセールス～運営                            週3日 | 500,000〜660,000円 / 月セールス週3日千葉（柏の葉キャンパス駅）自社のアプリ市場分析サービスの新規/追加開発案件において、顧客との契約調整、開発要件のヒアリング、社内開発チームとの調整等開発を円滑に進めるための業務を実施いただきます。新規顧客獲得よりも既存顧客の引き継ぎを主にご担当いただきます。詳細を見る",セールス,,週3日,千葉（柏の葉キャンパス駅）,                【即日採用！】営業/自社SaaSサービスのセールス～運営 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616443730282955175f8949,"自社のアプリ市場分析サービスの新規/追加開発案件において、顧客との契約調整、開発要件のヒアリング、社内開発チームとの調整等開発を円滑に進めるための業務を実施いただきます。

新規顧客獲得よりも既存顧客の引き継ぎを主にご担当いただきます。/その他/営業/千葉",【週3日/】,【即日採用！】営業/自社SaaSサービスのセールス～運営,"500,000〜660,000円/ 月※ 消費税別の実際にお渡しする金額です",セールス,,週3日,千葉（柏の葉キャンパス駅）,自社のアプリ市場分析サービスの新規/追加開発案件において、顧客との契約調整、開発要件のヒアリング、社内開発チームとの調整等開発を円滑に進めるための業務を実施いただきます。新規顧客獲得よりも既存顧客の引き継ぎを主にご担当いただきます。,セールス,,・韓国語でコミュニケーションが取れる方・顧客との関係構築能力をお持ちの方・法人営業のご経験をお持ちの方,・英語でのコミュニケーションが取れる方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜660,000円",千葉（柏の葉キャンパス駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101184,
4355,4355,4356,https://lancersagent.com/project/other/0061644397226729488915ee,"注目【週3日/コンサル（人事）】                                【即日採用！】採用コンサルティング業務                            週3日 | 700,000〜1,500,000円 / 月コンサル（人事）週3日渋谷・新宿（池尻大橋駅）弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。【主な業務内容】・採用要件に基づく、求人票の作成・各種エージェントに対するオリエンテーション、マネジメント・各種採用媒体におけるスカウト業務の代行・上記の数値報告、分析、改善策の提案※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま詳細を見る",コンサル（人事）,,週3日,渋谷・新宿（池尻大橋駅）,                【即日採用！】採用コンサルティング業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/0061644397226729488915ee,"弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。

【主な業務内容】
・採用要件に基づく、求人票の作成
・各種エージェントに対するオリエンテーション、マネジメント
・各種採用媒体におけるスカウト業務の代行
・上記の数値報告、分析、改善策の提案
※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま/その他/その他/渋谷・新宿",【週3日/】,【即日採用！】採用コンサルティング業務,"700,000〜1,500,000円/ 月※ 消費税別の実際にお渡しする金額です",コンサル（人事）,,週3日,渋谷・新宿（池尻大橋駅）,弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。【主な業務内容】・採用要件に基づく、求人票の作成・各種エージェントに対するオリエンテーション、マネジメント・各種採用媒体におけるスカウト業務の代行・上記の数値報告、分析、改善策の提案※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま,コンサル（人事）,,・採用コンサルティング経験・急成長企業での中途採用実務経験（コンサルまたは採用代行としての関わりも可）※中途採用でのエージェント折衝やスカウトの改善活動を自ら回したことのある方,・組織戦略コンサルティング経験・急成長企業での新卒採用実務経験（コンサルまたは採用代行としての関わりも可）,"週3日                            
(ﾘﾓｰﾄ：可)","700,000〜1,500,000円",渋谷・新宿（池尻大橋駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101219,
4501,4501,4502,https://lancersagent.com/project/other/00616443327178241e800f70,"注目【週4日･5日/テクニカルサポート】                                【テクニカルサポート】短期就業仕事紹介マッチングPF事業のCRE業務                            週4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週4日･5日,渋谷・新宿（青山一丁目駅）,                【テクニカルサポート】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616443327178241e800f70,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週4日･5日/】,【テクニカルサポート】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101149,
4547,4547,4548,https://lancersagent.com/project/other/006164395545125018892ee9,"定番【週3日/データアナリスト】                                【急募案件！】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務                            週3日 | 500,000〜600,000円 / 月データアナリストPython・SQL週3日赤坂・永田町（溜池山王）【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。詳細を見る",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,                【急募案件！】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/006164395545125018892ee9,"【企業情報】
私たちは、ブランド戦略立案、クリエイティブ制作、
システム開発の３つのサービスを提供するマーケティング支援企業です。

【案件概要】
クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。

※詳細はご面談時にお話しいたします。/その他/その他/赤坂・永田町",【週3日/Python・SQL】,【急募案件！】データアナリスト/大手キャリアでのポイントキャンペーンの施策立案、分析業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",データアナリスト,Python・SQL,週3日,赤坂・永田町（溜池山王）,【企業情報】私たちは、ブランド戦略立案、クリエイティブ制作、システム開発の３つのサービスを提供するマーケティング支援企業です。【案件概要】クライアントである大手キャリアにてクライアントが運営するサービスでのポイントキャンペーン内の施策立案や分析業務をご担当いただきます。※詳細はご面談時にお話しいたします。,データアナリスト,Python・SQL,・SASを使用した実務経験・SQLの知見・python基礎がわかる方,・データ分析の知見をお持ちの方,"週3日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",赤坂・永田町（溜池山王）,業務委託,報酬は週5日換算した金額です,案件ID：000006101001,
4674,4674,4675,https://lancersagent.com/project/other/0061643869921366114a80d32,"【週3日･4日･5日/映像制作】                                【映像制作】遊技機制作の映像制作デザイナー                            週3日･4日･5日 | 500,000〜600,000円 / 月映像制作AfterEffects週3日･4日･5日新橋・銀座・東京（京橋駅）【案件概要】ぱちんこ・スロット遊技機の映像演出制作に関わるコンポジット／3D・2D映像作成ツールを使用したアニメーション映像制作業務。映像デザイナーとして、キャリアやスキルに応じた業務を担っていただきます。詳細を見る",映像制作,AfterEffects,週3日･4日･5日,新橋・銀座・東京（京橋駅）,                【映像制作】遊技機制作の映像制作デザイナー | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/0061643869921366114a80d32,"【案件概要】
ぱちんこ・スロット遊技機の映像演出制作に関わるコンポジット／3D・2D映像作成ツールを使用したアニメーション映像制作業務。
映像デザイナーとして、キャリアやスキルに応じた業務を担っていただきます。
/その他/映像制作/新橋・銀座・東京",【週3日･4日･5日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",映像制作,,週3日･4日･5日,新橋・銀座・東京（京橋駅）,【案件概要】ぱちんこ・スロット遊技機の映像演出制作に関わるコンポジット／3D・2D映像作成ツールを使用したアニメーション映像制作業務。映像デザイナーとして、キャリアやスキルに応じた業務を担っていただきます。,映像制作,AfterEffects,・Adobe After Effectsを主力として、各種ＤＣＣツールの業務使用実務経験（遊技機業界以外での経験でも可）（主ソフト AfterEffects 他のツールの使用経験が無くても構いません）（他　Nuke/3dsMAX Maya CINEMA4D LighitWave MODO Blender MotionBuilder / PhotoShop 等）・映像コンポジット作成、編集業務で高い技術のある方,・アニメーション、もしくは3DCG映像の実務経験者,"週3日･4日･5日                            
(ﾘﾓｰﾄ：相談可)","500,000〜600,000円",新橋・銀座・東京（京橋駅）,業務委託,※参考報酬額は週5日稼働いただいた場合の金額です。,案件ID：000006100928,
4692,4692,4693,https://lancersagent.com/project/other/0061647570379975114a7f8ef,"【週1日･2日/インサイドセールス】                                【セールス】電子契約サービス運営企業でのインサイドセールス業務                            週1日･2日 | 500,000〜600,000円 / 月インサイドセールス週1日･2日渋谷・新宿（四谷三丁目駅）【案件内容】現在多くのリードがあり、リードからアポイントへ繋いでいただくインサイドセールスを募集します。■主な業務内容salesforceのMAを使用して、インサイドセールスとして業務いただきます。【備考】・週1～2日程度の稼働・フルリモート詳細を見る",インサイドセールス,,週1日･2日,渋谷・新宿（四谷三丁目駅）,                【セールス】電子契約サービス運営企業でのインサイドセールス業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/0061647570379975114a7f8ef,"【案件内容】
現在多くのリードがあり、リードからアポイントへ繋いでいただくインサイドセールスを募集します。

■主な業務内容
salesforceのMAを使用して、インサイドセールスとして業務いただきます。

【備考】
・週1～2日程度の稼働
・フルリモート/その他/営業/渋谷・新宿",【週1日･2日/】,                        ※ 消費税別の実際にお渡しする金額です                    ,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",インサイドセールス,,週1日･2日,渋谷・新宿（四谷三丁目駅）,【案件内容】現在多くのリードがあり、リードからアポイントへ繋いでいただくインサイドセールスを募集します。■主な業務内容salesforceのMAを使用して、インサイドセールスとして業務いただきます。【備考】・週1～2日程度の稼働・フルリモート,インサイドセールス,,・salesforceのMA（Pardot）を使用した実務経験・インサイドセールスのご経験,-,"週1日･2日                            
(ﾘﾓｰﾄ：相談可)","500,000〜600,000円",渋谷・新宿（四谷三丁目駅）,業務委託,※参考報酬額は週2日でご稼働いただいた場合の金額です。,案件ID：000006103474,
4772,4772,4773,https://lancersagent.com/project/other/00616438009538631e80067b,"注目【週3日･4日･5日/コンサル（人事）】                                【コンサル】採用コンサルティング業務                            週3日･4日･5日 | 700,000〜1,500,000円 / 月コンサル（人事）週3日･4日･5日渋谷・新宿（池尻大橋駅）弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。【主な業務内容】・採用要件に基づく、求人票の作成・各種エージェントに対するオリエンテーション、マネジメント・各種採用媒体におけるスカウト業務の代行・上記の数値報告、分析、改善策の提案※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま詳細を見る",コンサル（人事）,,週3日･4日･5日,渋谷・新宿（池尻大橋駅）,                【コンサル】採用コンサルティング業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616438009538631e80067b,"弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。

【主な業務内容】
・採用要件に基づく、求人票の作成
・各種エージェントに対するオリエンテーション、マネジメント
・各種採用媒体におけるスカウト業務の代行
・上記の数値報告、分析、改善策の提案
※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【コンサル】採用コンサルティング業務,"700,000〜1,500,000円/ 月※ 消費税別の実際にお渡しする金額です",コンサル（人事）,,週3日･4日･5日,渋谷・新宿（池尻大橋駅）,弊社経営者コンサルティング本部にて、実施しているハンズオン型の採用コンサルティング業務のご支援をいただくパートナーの募集となります。【主な業務内容】・採用要件に基づく、求人票の作成・各種エージェントに対するオリエンテーション、マネジメント・各種採用媒体におけるスカウト業務の代行・上記の数値報告、分析、改善策の提案※実績や状況等に応じて、弊社クライアントとの直接折衝についてもご相談させていただく可能性がございま,コンサル（人事）,,・採用コンサルティング経験・急成長企業での中途採用実務経験（コンサルまたは採用代行としての関わりも可）※中途採用でのエージェント折衝やスカウトの改善活動を自ら回したことのある方,・組織戦略コンサルティング経験・急成長企業での新卒採用実務経験（コンサルまたは採用代行としての関わりも可）,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","700,000〜1,500,000円",渋谷・新宿（池尻大橋駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006100895,
4773,4773,4774,https://lancersagent.com/project/other/00616443801424665fc840c2,"注目【週3日･4日･5日/テクニカルサポート】                                【即日内定】短期就業仕事紹介マッチングPF事業のCRE業務                            週3日･4日･5日 | 500,000〜600,000円 / 月テクニカルサポート週3日･4日･5日渋谷・新宿（青山一丁目駅）＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携詳細を見る",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,                【即日内定】短期就業仕事紹介マッチングPF事業のCRE業務 | ランサーズエージェント（Lancers Agent）            ,https://lancersagent.com//project/other/00616443801424665fc840c2,"＜具体的な業務内容＞
・サービスの主にシステム的な問い合わせの対応
・ SQLを流すなどのエンジニアリング的なオペレーション
・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）
・CSチーム、営業チーム、プロダクトチームとの連携/その他/その他/渋谷・新宿",【週3日･4日･5日/】,【即日内定】短期就業仕事紹介マッチングPF事業のCRE業務,"500,000〜600,000円/ 月※ 消費税別の実際にお渡しする金額です",テクニカルサポート,,週3日･4日･5日,渋谷・新宿（青山一丁目駅）,＜具体的な業務内容＞・サービスの主にシステム的な問い合わせの対応・ SQLを流すなどのエンジニアリング的なオペレーション・【上記の自動化】（あるいはそもそも根本的な解決） （ここが一番重要です）・CSチーム、営業チーム、プロダクトチームとの連携,テクニカルサポート,,・社内SE、もしくはカスタマーサポートの経験がある方,・Goまたは ReactNative で書かれたコードが読める方・ログ / コードからの調査が得意な方・他部門含めたコミュニケーションが好きな方（周りが喜ぶのが好きな方）・コツコツと改善するのが好きな方,"週3日･4日･5日                            
(ﾘﾓｰﾄ：可)","500,000〜600,000円",渋谷・新宿（青山一丁目駅）,業務委託,※報酬額は【週5日（月20日）換算】した際の金額です,案件ID：000006101192,
